icao24,callsign,origin_country,time_position,longitude,latitude,baro_altitude,on_ground,velocity,true_track
50049b,T7BLV,San Marino,1783039231,100.7549,0.9563,11582.4,False,215.41,334.84
801622,IGO2121,India,1783039223,73.0635,18.8691,2164.08,False,144.29,62.16
801689,AXB2018,India,1783039230,77.6952,13.5744,3992.88,False,161.12,15.37
801681,AXB2064,India,1783039229,78.0438,13.5291,5212.08,False,191.67,64.4
4bc8d0,PGT91Q,Turkey,1783039231,31.2706,32.1018,11582.4,False,236.47,345.0
4bc8d9,PGT601,Turkey,1783039217,48.4008,27.5125,9761.22,False,233.55,299.28
841a6c,ADO118,Japan,1783039231,135.7288,35.7816,7368.54,False,195.71,221.48
801659,AIC101,India,1783039231,25.8406,34.7178,11582.4,False,239.37,311.78
801662,IGO6004,India,1783039230,77.5856,32.046,10668.0,False,242.81,6.45
801667,AIC2250,India,1783039132,71.4584,17.7723,10477.5,False,239.34,122.36
801665,AIC102,India,1783039231,26.9684,43.0159,11887.2,False,264.98,124.4
80165c,AXB670,India,1783038311,55.7057,25.2088,8915.4,False,166.12,197.48
801674,AIC9LG,India,1783039232,76.9535,27.7408,7604.76,False,208.59,203.09
500407,T724P,San Marino,1783039230,136.8722,34.3537,12192.0,False,171.24,237.26
8a0421,J935G,Indonesia,1783039230,110.5687,-7.7694,1257.3,False,88.82,295.38
4bc8cd,PGT52CP,Turkey,1783038975,36.8474,40.9534,11582.4,False,202.05,260.18
4bc8cc,PGT429,Turkey,1783039231,28.3618,46.2135,7917.18,False,226.66,199.63
4bc8ca,PGT97J,Turkey,1783039231,29.1138,40.7479,1333.5,False,126.5,311.21
80169c,IGO1924,India,1783039231,93.5435,22.5149,11574.78,False,244.93,260.08
851936,JAL432,Japan,1783039226,134.7694,33.4935,10058.4,False,270.95,92.94
8851e6,THA332,Thailand,1783039232,94.0041,17.4004,10660.38,False,224.72,128.68
851958,JAL642,Japan,1783039230,135.6306,33.2552,11887.2,False,262.0,70.14
47b0e7,IGO61J,Norway,1783039106,54.3264,22.2551,10965.18,False,255.48,274.62
8a0487,LNI241,Indonesia,1783039231,106.5669,-6.1732,480.06,False,70.22,68.51
84d283,JJP13,Japan,1783039232,139.3112,35.3528,9776.46,False,192.81,259.08
87457e,ANA53,Japan,1783039232,141.8947,42.6269,3634.74,False,151.7,21.69
8014f7,IGO1046,India,1783039231,100.2148,5.0581,4632.96,False,169.74,249.97
8a0454,LNI988,Indonesia,1783039016,103.9054,0.8338,2270.76,False,149.83,71.38
8014c1,IGO5059,India,1783039168,72.2847,20.4239,8229.6,False,213.11,327.92
8a0449,GIA073,Indonesia,1783039231,106.7617,-5.8361,3794.76,False,153.43,201.23
87453a,ANA995,Japan,1783039232,139.8371,35.4069,2590.8,False,144.39,219.36
8a03b0,CTV196,Indonesia,1783039208,110.4586,-6.9758,10668.0,False,228.27,95.04
7809d9,CSZ8913,China,1783039222,113.9017,22.5695,1447.8,False,139.69,45.6
7809e3,CSN3875,China,1783039002,114.8966,22.799,4610.1,False,202.36,263.72
801607,AXB1686,India,1783039231,76.3714,26.9299,10668.0,False,240.53,11.6
800429,VTIAH,India,1783038988,49.5664,22.6052,10355.58,False,251.04,273.64
801745,IGO374F,India,1783039178,88.4404,22.6427,114.3,True,0.0,275.62
8852e4,THA934,Thailand,1783039230,47.2539,40.6047,12192.0,False,220.85,272.14
801752,IGO5114,India,1783039174,75.8076,13.5413,10066.02,False,236.98,153.99
800448,AXB848,India,1783039197,68.8296,18.6308,10668.0,False,233.83,118.09
801788,IGO474,India,1783038922,84.2563,24.7356,10363.2,False,247.71,299.76
778827,FYC782,Syrian Arab Republic,1783039232,54.1476,25.0514,10363.2,False,230.46,302.7
80177c,AXB1230,India,1783039175,73.6974,19.0784,5966.46,False,173.45,138.37
80044b,AXB5309,India,1783039232,76.907,8.7402,1760.22,False,130.17,150.4
800463,AIC187,India,1783039229,50.9677,22.512,10363.2,False,262.07,274.28
801799,AXB1032,India,1783039232,77.9596,28.0064,5943.6,False,188.25,132.45
801792,IGO2314,India,1783039231,76.879,26.3799,10218.42,False,237.19,179.13
4bb4f0,MGH460,Turkey,1783039232,26.9174,39.7504,11277.6,False,244.15,136.28
4aca63,SAS988,Sweden,1783039231,31.2956,42.4589,12192.0,False,238.71,281.31
8016a5,IGO285W,India,1783039231,77.1485,28.5693,815.34,False,99.84,91.48
76b864,TGW658,Singapore,1783039231,101.8445,3.1966,10972.8,False,235.89,325.3
76b865,TGW248,Singapore,1783039176,104.5296,0.8438,4587.24,False,204.33,108.8
4bb4e7,MGH402,Turkey,1783039232,26.1909,40.2939,11277.6,False,264.62,131.37
46b927,SEH781,Greece,1783038635,38.4495,39.9254,11582.4,False,204.86,263.95
8015d3,IGO194,India,1783039230,76.9614,13.5143,6896.1,False,195.85,292.39
8a036b,AWQ724,Indonesia,1783039224,106.6977,-5.9376,1577.34,False,152.47,293.88
8a0376,CTV010,Indonesia,1783039231,101.2902,0.2428,10980.42,False,227.5,331.06
885312,THA020,Thailand,1783039139,103.5871,14.6992,9441.18,False,217.04,66.53
8015fc,IGO445P,India,1783039228,88.4425,22.6247,510.54,False,105.5,196.14
885308,THA637,Thailand,1783039188,121.2315,25.0671,60.96,False,83.48,228.75
885304,THA259,Thailand,1783038772,100.611,10.45,11277.6,False,238.25,181.36
8015e4,IGO092,India,1783039228,56.7413,22.8961,10668.0,False,241.03,78.43
3c4ad5,DLH781,Germany,1783039232,44.0185,40.8004,10972.8,False,224.82,278.69
88530b,THA102,Thailand,1783039232,100.7371,13.5498,1485.9,False,123.91,255.33
885315,THA352,Thailand,1783038214,96.5419,14.5124,10058.4,False,228.89,74.62
4bc859,PGT1800,Turkey,1783039231,34.6599,36.8163,8839.2,False,266.3,92.88
4bc84d,PGT613,Turkey,1783039229,48.4565,26.8922,7772.4,False,204.38,299.73
4bc84b,PGT435,Turkey,1783039230,29.401,39.7514,11277.6,False,227.21,168.64
70203e,BBC339,Bangladesh,1783039207,56.641,22.6821,10972.8,False,251.27,242.44
702066,BBC367,Bangladesh,1783039231,91.7082,22.8507,11330.94,False,232.57,271.01
70204b,BBC136,Bangladesh,1783039232,50.3804,23.0944,10058.4,False,256.26,97.38
4bc843,PGT855,Turkey,1783039232,47.5019,40.2537,9144.0,False,217.85,289.16
87339a,ANA52,Japan,1783039231,140.1542,35.6407,2560.32,False,152.44,187.17
4bc896,PGT685,Turkey,1783039231,30.8348,35.9442,10980.42,False,243.13,355.27
8518ae,JAL624,Japan,1783039231,138.6662,34.6712,7444.74,False,242.82,80.86
80171a,IGO6459,India,1783039231,76.7196,27.4638,7574.28,False,238.99,203.2
4bc885,PGT721,Turkey,1783039230,35.8464,31.7548,2080.26,False,146.66,358.59
a75b5e,UPS80,United States,1783039231,130.3818,33.7745,12192.0,False,216.44,239.9
73806c,ELY314,Israel,1783039231,33.2525,33.0692,8183.88,False,245.61,128.62
801878,IGO1025,India,1783039210,99.4586,4.596,10058.4,False,241.08,143.77
801859,AIC2016,India,1783039149,38.1739,32.6569,10668.0,False,265.73,153.43
738064,ELY392,Israel,1783039232,26.7571,36.0115,10668.0,False,259.24,114.38
801860,IGO2203,India,1783039229,87.65,26.1523,10668.0,False,237.4,100.99
73805c,ELY844,Israel,1783039232,33.0588,33.1411,9182.1,False,259.26,123.34
80052b,AIC2NP,India,1783039225,77.1232,28.5383,662.94,False,91.95,106.91
738074,ELY326,Israel,1783039231,30.951,34.6004,11887.2,False,271.13,127.52
738073,ELY024,Israel,1783039231,30.6473,34.7921,11887.2,False,265.99,127.53
80185f,IGO335H,India,1783039224,77.4814,13.7263,5052.06,False,184.91,132.97
702087,BBC356,Bangladesh,1783039231,79.6945,27.6654,12496.8,False,249.93,130.58
8733bc,ANA771,Japan,1783039231,140.3315,40.3858,11277.6,False,259.06,26.92
3c4a0c,DLH797,Germany,1783037615,46.272,41.409,11574.78,False,221.27,287.59
738051,ELY2368,Israel,1783039231,29.4357,37.401,10668.0,False,245.03,140.03
738059,ELY388,Israel,1783039230,29.8513,34.8506,10668.0,False,258.25,126.98
01e74f,VATOZ20,Libyan Arab Jamahiriya,1783039186,25.8021,39.8316,4899.66,False,40.8,354.94
800589,AIC3LU,India,1783039232,77.0517,28.5167,2125.98,False,130.24,329.89
8a064c,CTV522,Indonesia,1783039207,103.996,0.8137,4137.66,False,150.97,23.07
874846,ANA761,Japan,1783039231,132.2797,32.6048,10972.8,False,243.15,217.69
8a063c,BTK6885,Indonesia,1783039231,106.4118,-6.0037,2354.58,False,145.87,248.05
8a0634,BTK6863,Indonesia,1783039232,104.7586,-1.17,9395.46,False,238.19,165.87
8960f7,UAE28Y,United Arab Emirates,1783039232,35.1333,36.7564,11277.6,False,270.69,120.37
8840ee,BKP121,Thailand,1783039231,100.6541,12.0694,9448.8,False,217.53,186.65
8840f8,BKP261,Thailand,1783039232,99.8397,12.6654,9349.74,False,233.45,222.23
8004a6,AIC282,India,1783039231,79.649,13.2632,10355.58,False,230.86,352.57
8017a1,AXB550,India,1783039231,70.4686,18.5747,10668.0,False,235.76,133.94
8960e7,UAE385,United Arab Emirates,1783039210,55.4132,25.2257,213.36,False,74.11,301.37
8016e0,IGO068,India,1783039226,73.7938,19.0327,10668.0,False,239.62,122.46
89611d,UAE4N,United Arab Emirates,1783039226,55.628,25.1839,1196.34,False,104.99,149.04
89611a,UAE3MX,United Arab Emirates,1783039136,38.7638,32.4765,9144.0,False,262.05,333.28
8016da,IGO6771,India,1783039231,85.1646,20.638,11277.6,False,232.2,32.42
89611e,UAE349,United Arab Emirates,1783039101,55.4058,25.2299,190.5,False,82.67,301.51
70472a,KBZ622,Myanmar,1783039228,97.0155,22.502,5181.6,False,126.11,358.13
4891b4,ENT5081,Poland,1783039231,25.7848,44.9957,10668.0,False,241.14,140.37
781b5c,CCA912,China,1783039197,116.7178,40.1706,2491.74,False,148.17,173.22
8016ae,AXB932,India,1783038941,77.7598,13.1891,1097.28,False,75.12,270.78
896110,UAE337,United Arab Emirates,1783039204,118.2809,14.3073,10363.2,False,251.38,265.3
896112,UAE331,United Arab Emirates,1783039232,81.9071,17.747,10972.8,False,256.51,301.97
8016c8,AXB892,India,1783039137,69.2182,18.3164,8839.2,False,236.13,136.15
8016c9,AXB2881,India,1783039197,78.4484,13.8852,7162.8,False,208.83,46.0
5001e3,MEA204,San Marino,1783039232,30.6353,36.1823,10066.02,False,254.84,132.71
8016be,IGO1656,India,1783039223,88.4422,22.6422,121.92,True,0.0,95.62
841c60,JAL505,Japan,1783039231,141.5507,42.1637,5974.08,False,201.63,28.33
89619a,UAE20,United Arab Emirates,1783039120,36.7939,34.8609,10668.0,False,261.06,148.78
89617e,UAE232,United Arab Emirates,1783039231,36.7049,34.9501,11277.6,False,264.77,148.75
89617d,UAE394,United Arab Emirates,1783038985,55.2947,25.3183,2270.76,False,125.58,358.36
896198,UAE7Q,United Arab Emirates,1783039228,56.3827,24.8853,5318.76,False,159.25,264.25
896193,UAE30Y,United Arab Emirates,1783039231,50.7285,26.7306,10287.0,False,248.76,272.73
89618d,UAE804,United Arab Emirates,1783039231,56.0784,24.8294,3909.06,False,149.48,356.45
a1270b,UAL137,United States,1783039121,136.3106,34.2031,3375.66,False,177.98,50.51
80183b,IGO5194,India,1783039222,88.4407,22.6423,121.92,True,1.03,275.62
896187,UAE303,United Arab Emirates,1783039231,55.4571,25.2014,502.92,False,86.38,301.61
896182,UAE322,United Arab Emirates,1783039232,55.3132,25.2849,426.72,False,100.14,300.91
801823,IGO84AF,India,1783039232,73.1396,18.7456,6423.66,False,184.48,108.54
896168,UAE221,United Arab Emirates,1783039062,39.1086,31.8922,9144.0,False,254.92,333.64
017073,RPC803,Egypt,1783039231,120.9837,14.8277,449.58,False,43.66,44.05
452181,UAE9852,Bulgaria,1783039231,85.9798,22.8343,12496.8,False,244.97,96.63
471dbd,WZZ2HL,Hungary,1783039230,42.4624,40.4748,9121.14,False,197.26,282.04
8a0536,GIA993,Indonesia,1783039090,99.6588,1.4218,10668.0,False,246.63,130.6
8a0537,GIA088,Indonesia,1783039228,33.5705,28.6558,10972.8,False,247.49,311.38
8018b9,IGO541H,India,1783039231,86.0509,24.2803,10668.0,False,227.23,122.14
8018e0,IGO245,India,1783039232,87.3826,22.7252,6355.08,False,228.83,275.16
7020ac,UBG334,Bangladesh,1783039231,84.9775,22.6991,10675.62,False,231.01,90.89
7020b2,UBG326,Bangladesh,1783039232,91.7022,22.8305,10027.92,False,246.56,274.19
7020be,UBG308,Bangladesh,1783039231,95.9613,17.8273,11582.4,False,250.12,320.84
8961eb,ETD648,United Arab Emirates,1783039231,51.7106,25.917,6614.16,False,201.13,119.58
8018ca,IGO656,India,1783039230,75.9415,26.712,11269.98,False,238.87,355.68
4bb1e7,THY141,Turkey,1783039196,39.6248,31.4913,12192.0,False,222.72,316.68
4bb1c3,THY53,Turkey,1783039230,28.7299,41.1546,739.14,False,86.95,358.98
8017f7,AIC130,India,1783039231,33.5806,30.6687,11269.98,False,254.8,151.68
4bb1c6,THY59,Turkey,1783039227,96.5683,17.2645,9677.4,False,265.96,291.8
896209,UAE530,United Arab Emirates,1783037640,55.19,25.1763,10668.0,False,255.89,128.55
89620a,UAE797,United Arab Emirates,1783038949,35.3441,29.5009,11277.6,False,263.82,74.85
896216,UAE772,United Arab Emirates,1783039132,55.8392,24.8489,5775.96,False,198.91,125.95
884202,BKP107,Thailand,1783039232,100.5264,11.7626,9753.6,False,229.53,191.64
8a04a5,CTV937,Indonesia,1783039129,106.6316,-6.1474,91.44,False,69.26,68.2
4bb325,THY3237,Turkey,1783039231,36.913,39.8372,10972.8,False,210.02,249.35
471e16,ISR892,Hungary,1783039232,40.329,41.0745,9753.6,False,212.18,259.1
781bf6,CSN301,China,1783039174,113.3127,21.9317,7620.0,False,224.9,158.95
4bb264,THY2VM,Turkey,1783039231,34.0727,35.8337,10683.24,False,253.94,138.2
8962d0,ABY271,United Arab Emirates,1783038993,69.802,31.8388,10972.8,False,214.48,211.36
8962e6,ETD841,United Arab Emirates,1783039083,48.6522,27.4303,10363.2,False,249.17,296.88
4bb27a,THY359,Turkey,1783039133,32.3043,41.0466,10363.2,False,209.84,295.87
4bb299,TKJ4ZY,Turkey,1783039231,31.1355,33.8276,10363.2,False,240.25,353.48
738289,ISR714,Israel,1783039231,31.2398,35.6115,11277.6,False,246.23,143.75
4bb296,TKJ6UW,Turkey,1783039220,44.9618,41.6701,495.3,True,0.0,42.19
738287,ISR252,Israel,1783039232,34.1058,32.5526,3390.9,False,169.62,136.97
4bb28c,THY095,Turkey,1783039231,32.2771,29.5059,9753.6,False,228.67,308.06
4bb28a,THY144,Turkey,1783039231,38.6334,31.8718,11277.6,False,246.17,153.7
4bb275,THY347,Turkey,1783038684,40.4591,40.7304,10972.8,False,201.17,269.12
4bb26f,THY577,Turkey,1783039232,30.9713,34.5595,10965.18,False,232.28,355.3
4bb26c,THY8TR,Turkey,1783038128,38.8876,41.0617,10355.58,False,205.03,273.02
896401,ABY843,United Arab Emirates,1783039231,50.2838,26.9886,11887.2,False,242.04,101.52
4bb1a6,THY311,Turkey,1783039232,46.2749,40.4187,12184.38,False,223.07,266.96
84c43e,SFJ21,Japan,1783039230,135.5404,34.243,3451.86,False,175.49,257.47
8005f0,AIC4016,India,1783039232,31.1748,33.577,12496.8,False,260.65,140.69
896372,ABY433,United Arab Emirates,1783038896,55.1214,25.4592,4480.56,False,150.78,268.63
8005ef,AIC4306,India,1783039215,74.3407,27.1012,11209.02,False,249.21,52.63
896378,FDB756,United Arab Emirates,1783039232,38.1195,34.8468,10058.4,False,243.21,161.76
780a71,HKE673,China,1783039113,120.0105,23.928,11582.4,False,239.03,225.96
780a82,CPA982,China,1783039185,113.2398,23.0995,1150.62,False,146.35,242.35
780a80,CPA921,China,1783039173,115.5224,21.2623,8016.24,False,229.04,127.33
780a81,CPA449,China,1783039231,113.8685,22.3171,121.92,False,65.24,71.14
896353,ETD447,United Arab Emirates,1783039231,102.8623,13.7263,10363.2,False,267.05,271.1
896366,ABY472,United Arab Emirates,1783039232,70.2658,19.1477,10972.8,False,239.74,295.96
4bb0f9,THY71M,Turkey,1783039231,30.8542,35.213,10668.0,False,244.54,177.83
884343,BKP450,Thailand,1783039232,100.3283,13.2522,4876.8,False,136.33,0.22
89631a,UAE194,United Arab Emirates,1783039232,27.1525,36.468,11277.6,False,292.18,85.25
4bb0f2,THY208,Turkey,1783039231,104.1052,2.1384,3307.08,False,157.42,180.0
4bb0ee,THY75G,Turkey,1783039231,30.7356,37.3849,12192.0,False,263.38,353.83
4bb0ec,THY162,Turkey,1783039232,45.8417,40.779,10668.0,False,293.05,92.72
780a9c,CPA694,China,1783038930,113.4568,21.8394,7010.4,False,199.79,187.55
89631c,UAE58,United Arab Emirates,1783039231,51.51,26.6418,11277.6,False,262.13,109.61
896305,UAE543,United Arab Emirates,1783039230,69.805,19.3263,11582.4,False,262.77,297.52
896303,UAE395,United Arab Emirates,1783039220,55.5748,25.1361,1066.8,False,110.73,300.74
896308,UAE356,United Arab Emirates,1783039061,55.1912,25.1744,3063.24,False,144.35,120.4
896306,UAE612,United Arab Emirates,1783039232,56.6323,25.2897,7772.4,False,253.22,106.89
896310,UAE1J,United Arab Emirates,1783039229,50.1189,27.0081,11277.6,False,263.65,105.85
4bb0e4,THY164,Turkey,1783039231,44.0191,40.829,10668.0,False,291.51,92.73
4bb0e1,THY057,Turkey,1783039231,36.1197,41.141,12192.0,False,227.98,271.55
896313,UAE21W,United Arab Emirates,1783039231,75.232,28.6924,9509.76,False,267.36,264.15
4bb0e9,THY163,Turkey,1783039231,32.1427,41.7371,12192.0,False,232.95,255.81
89639f,UAE4,United Arab Emirates,1783039141,39.7425,30.9431,12496.8,False,268.3,131.27
89639d,UAE6,United Arab Emirates,1783039229,29.4096,40.0934,11887.2,False,271.85,130.47
780a27,HKC393,China,1783039231,36.373,42.0534,11887.2,False,264.94,101.31
4bb210,THY323,Turkey,1783038734,39.6925,41.1701,10363.2,False,208.69,273.25
80073d,AIC154,India,1783038931,39.6452,30.4218,11879.58,False,267.2,147.9
4bb213,THY8YA,Turkey,1783039231,44.1183,41.3177,5387.34,False,194.53,78.1
4bb20e,THY371,Turkey,1783039231,42.8051,41.4071,9144.0,False,212.62,260.81
ac25c4,FDX6014,United States,1783039232,134.4791,34.3042,10058.4,False,288.74,76.61
781d76,CSC8701,China,1783039216,113.6929,22.8037,937.26,False,88.9,122.95
780a43,HKC9458,China,1783039231,98.226,21.5715,12496.8,False,239.33,109.33
89505d,RBA3,Brunei Darussalam,1783038225,40.6254,45.9943,12192.0,False,145.09,281.87
800738,AIC160,India,1783039231,34.9356,37.3393,11879.58,False,264.7,148.35
8a07ad,AWQ107,Indonesia,1783039213,99.5128,4.4828,5036.82,False,168.14,223.26
800740,AIC301,India,1783039231,77.3074,28.1542,4114.8,False,178.57,1.49
800741,AIC138,India,1783039229,32.5253,28.7418,11879.58,False,251.79,143.81
4bb145,THY54,Turkey,1783039230,43.1776,40.9077,10058.4,False,286.54,99.72
4bb144,THY91,Turkey,1783039232,28.7324,41.0159,1531.62,False,111.13,359.2
4bb141,THY26,Turkey,1783039230,45.0436,40.7894,9448.8,False,288.05,93.28
4bb142,THY88,Turkey,1783039231,48.0142,40.7423,9448.8,False,272.27,91.73
4bb109,THY067,Turkey,1783039153,35.392,41.7575,12192.0,False,231.1,268.21
4bb107,THY49A,Turkey,1783039232,45.7609,40.6849,11277.6,False,289.15,90.92
4bb106,THY056,Turkey,1783039231,47.9847,40.683,10058.4,False,288.62,93.47
4bb103,THY175,Turkey,1783039231,92.4449,19.565,10972.8,False,257.68,333.69
4bb104,THY10J,Turkey,1783039231,31.2483,30.8551,10668.0,False,253.22,170.88
8963eb,UAE5V,United Arab Emirates,1783039231,31.5982,38.7194,11887.2,False,264.67,129.32
732e02,CPN7913,Islamic Republic of Iran,1783039231,29.5504,38.6746,9745.98,False,246.54,80.75
750068,BNE3014,Malaysia,1783039231,115.9586,5.7295,2080.26,False,61.73,202.5
8963d0,UAE307,United Arab Emirates,1783039003,55.4093,25.2279,434.34,False,82.67,301.51
8963d4,UAE929,United Arab Emirates,1783039159,55.1689,25.3038,1813.56,False,143.74,273.08
8963d6,UAE20T,United Arab Emirates,1783039189,57.4645,24.9721,8839.2,False,265.14,112.83
8963e0,UAE374,United Arab Emirates,1783039231,99.2858,14.3009,8854.44,False,240.96,82.15
8963e5,UAE37R,United Arab Emirates,1783039232,55.2353,25.2706,845.82,False,123.55,243.01
4bb189,THY41J,Turkey,1783039232,25.9915,41.9401,9486.9,False,239.09,115.35
4bb184,THY4RN,Turkey,1783039231,27.0523,41.8412,7924.8,False,227.9,121.43
8963e9,UAE43P,United Arab Emirates,1783039232,57.2695,23.988,9898.38,False,254.16,307.68
8963aa,ETD54N,United Arab Emirates,1783038916,69.7836,31.6826,9753.6,False,221.19,220.28
4bb153,THY6212,Turkey,1783039231,104.0559,1.3111,1638.3,False,142.02,351.46
4bb14e,THY6577,Turkey,1783038967,92.8964,23.502,9144.0,False,261.99,298.63
4bb14f,THY6258,Turkey,1783039232,88.9608,22.5911,11887.2,False,240.13,93.32
781e0f,CSS273,China,1783039124,129.8007,37.1937,10058.4,False,266.28,121.57
