icao24,callsign,origin_country,time_position,longitude,latitude,baro_altitude,on_ground,velocity,true_track
8940cb,GFA131,Bahrain,1783039220,73.5238,28.5417,9753.6,False,237.97,267.15
8940cf,DHX728,Bahrain,1783039231,97.4214,21.615,9753.6,False,242.34,285.01
4d012e,CLX43,Luxembourg,1783039232,44.7662,40.7103,11887.2,False,277.49,99.5
780e36,AMU856,China,1783039229,114.5002,22.09,6819.9,False,200.41,117.35
8940ba,DHX280,Bahrain,1783039231,51.5636,25.8469,3794.76,False,178.12,309.02
76ccce,SIA7353,Singapore,1783037528,27.7491,43.9292,10058.4,False,266.73,119.33
507c71,QNT2231,Uzbekistan,1783039231,90.8425,21.1584,10066.02,False,233.29,124.22
7502c3,MXD872,Malaysia,1783039014,128.9493,27.3764,10668.0,False,247.75,40.54
780cdd,CXA8383,China,1783039132,113.7265,22.7929,906.78,False,87.21,154.49
7502d8,MXD165,Malaysia,1783039232,101.5268,3.0478,1394.46,False,107.96,185.19
780cec,CSC6880,China,1783039230,116.1966,40.2264,2720.34,False,144.56,270.2
851bfe,JAL184,Japan,1783039232,139.9327,35.225,2042.16,False,127.79,52.85
4b83a3,1283,Turkey,1783039231,27.3261,37.2641,4892.04,False,53.15,47.35
0102a9,NMA620,Egypt,1783039231,28.5091,42.4794,10782.3,False,221.06,317.74
76cda8,SIA337,Singapore,1783039231,41.7999,41.1469,10668.0,False,291.37,101.51
76cda6,SIA388,Singapore,1783039232,44.5742,40.8089,12192.0,False,227.18,272.99
86e184,ANA1892,Japan,1783039232,139.8856,35.3955,967.74,False,102.8,329.97
780dd8,CES2566,China,1783039218,107.523,22.3895,8961.12,False,235.28,79.03
8966f1,UAE9904,United Arab Emirates,1783039231,53.868,25.4235,6042.66,False,227.38,139.68
750485,AXM6275,Malaysia,1783039231,116.3611,5.9409,2827.02,False,154.47,346.52
750493,AXM6493,Malaysia,1783039231,116.0517,5.9383,7.62,False,58.57,202.74
8966ee,UAE9870,United Arab Emirates,1783039231,94.4796,22.6089,12496.8,False,240.82,82.39
8940a4,GFA17J,Bahrain,1783039178,37.2466,34.2849,9761.22,False,225.65,306.19
75044b,MAS20,Malaysia,1783038932,42.9987,40.8771,12192.0,False,230.99,273.83
8966d3,ETD822,United Arab Emirates,1783039230,116.2148,40.3769,11308.08,False,257.24,96.31
750474,AXM5108,Malaysia,1783039231,116.1138,6.0852,731.52,False,92.29,202.28
750465,AXM6306,Malaysia,1783039231,101.5984,2.6455,3398.52,False,144.4,304.26
8966af,ABY406,United Arab Emirates,1783039232,70.4856,19.4484,9174.48,False,235.78,292.31
863c44,ANA731,Japan,1783039232,135.6352,34.619,1089.66,False,114.96,315.73
8966ac,ETD1CB,United Arab Emirates,1783039231,69.5493,19.4649,10050.78,False,236.77,117.57
750447,MXD702,Malaysia,1783039099,68.4531,18.8221,10058.4,False,244.18,118.02
8966c4,ETD47B,United Arab Emirates,1783039227,49.0238,27.2069,9753.6,False,253.59,299.27
750419,AXM1510,Malaysia,1783039232,120.1872,12.7776,10668.0,False,223.92,25.15
84b3eb,APJ563,Japan,1783039232,140.6316,39.7604,11879.58,False,216.6,345.7
846682,JAL2784,Japan,1783039232,141.5346,43.8171,4305.3,False,150.12,194.89
780f12,CSN6213,China,1783039217,116.6964,40.307,3901.44,False,167.31,173.29
872968,ANA1277,Japan,1783039232,140.2175,39.9719,11582.4,False,235.48,40.13
0100dd,MSR697,Egypt,1783039190,34.6664,29.4582,9784.08,False,256.48,100.63
0100dc,MSR816,Egypt,1783038977,31.9909,29.5291,9593.58,False,219.44,291.45
846658,FDA224,Japan,1783039231,141.0873,42.549,5455.92,False,191.77,200.57
75049d,AXM170,Malaysia,1783039232,120.2405,23.2978,6697.98,False,216.16,20.33
75049f,AXM5106,Malaysia,1783039210,104.2475,3.4249,8839.2,False,215.31,87.12
ac05b3,FDX5154,United States,1783039231,136.7863,36.0111,10363.2,False,214.01,269.59
780de6,CES5052,China,1783039032,124.0589,37.1965,9784.08,False,206.22,235.16
7503fd,AXM6049,Malaysia,1783039231,103.6878,1.591,502.92,False,100.05,161.1
01024c,MSC883,Egypt,1783039232,42.7269,40.0625,10660.38,False,269.88,85.52
407799,BAW32,United Kingdom,1783039229,42.8986,40.8821,10972.8,False,226.85,273.77
86803e,SKY132,Japan,1783039130,132.2245,32.2341,7620.0,False,249.98,46.42
010245,MSR967,Egypt,1783039231,51.2781,26.4576,10363.2,False,240.33,289.64
8478ab,NCA241,Japan,1783039232,140.4313,35.7859,3040.38,False,162.63,159.44
4b8392,2445,Turkey,1783039232,26.3474,38.2799,5181.6,False,49.32,210.04
01026f,MSC434,Egypt,1783039230,34.0107,28.2886,10972.8,False,235.57,308.97
881054,NOK123,Thailand,1783039232,100.6817,14.0495,838.2,False,80.85,209.34
010282,LMU631,Egypt,1783039107,37.9744,32.9209,9144.0,False,252.84,45.74
010274,NMA618,Egypt,1783039231,25.298,45.7278,10363.2,False,224.16,320.87
868088,SKY175,Japan,1783039231,135.0531,35.3862,8092.44,False,229.17,35.87
868089,SKY141,Japan,1783039218,134.7526,34.5791,3398.52,False,173.88,269.83
010273,MSC427,Egypt,1783039232,33.5238,29.6663,7307.58,False,242.95,101.36
01025a,NMA642,Egypt,1783038218,26.3627,53.1394,11277.6,False,325.31,313.59
7503c2,MXD2302,Malaysia,1783039090,102.3086,4.5607,8229.6,False,230.49,353.33
a00ca4,FDX5775,United States,1783039050,140.3924,35.741,83.82,False,76.76,329.83
717c9c,KNE333,Saudi Arabia,1783039226,72.9072,28.3805,10058.4,False,243.33,99.86
010205,MSR780,Egypt,1783039231,25.9148,36.3997,11285.22,False,245.57,138.23
010208,MSR802,Egypt,1783039231,31.0968,30.9712,6591.3,False,234.25,184.41
01022b,MSC3701,Egypt,1783039231,33.799,35.0695,10980.42,False,249.61,11.77
868043,SKY303,Japan,1783039231,137.222,34.624,11582.4,False,197.64,237.22
868038,SKY791,Japan,1783039231,141.0033,41.1395,11452.86,False,223.94,15.73
8464d2,ANA384,Japan,1783039232,138.9979,34.7141,5882.64,False,224.17,84.87
48ae22,LOT80,Poland,1783039188,41.0432,41.4735,12184.38,False,226.87,275.46
48ae21,LOT2006,Poland,1783039220,116.475,39.1729,10393.68,False,251.9,252.9
750528,AXM472,Malaysia,1783039036,103.6071,0.653,4008.12,False,152.81,123.74
8464f4,ANA675,Japan,1783039231,139.7943,35.7588,3124.2,False,143.45,286.03
485e30,KLM872,Kingdom of the Netherlands,1783039231,74.2335,28.5975,8839.2,False,270.31,263.44
84b4d9,APJ125,Japan,1783039231,137.9945,36.8769,11887.2,False,242.58,23.63
76cee2,SIA26,Singapore,1783039231,47.3102,40.7092,10363.2,False,223.58,273.03
8464b0,ANA18,Japan,1783039232,139.5126,34.8687,3794.76,False,206.43,64.78
76cef5,SIA631,Singapore,1783039231,136.8574,34.3879,10363.2,False,225.12,232.89
76cef9,SIA324,Singapore,1783039231,47.3735,40.561,9753.6,False,230.73,278.98
780ef5,GCR7797,China,1783039232,116.688,40.4135,5394.96,False,179.92,345.77
507c57,UZB428,Uzbekistan,1783039231,72.7333,19.1775,3040.38,False,138.28,18.43
0101ba,MSR716,Egypt,1783039231,31.1634,31.2547,8016.24,False,224.19,149.37
7c66d5,VHULJ,Australia,1783039224,112.8457,5.3589,12496.8,False,210.11,62.12
750561,AXM705,Malaysia,1783039232,102.4791,2.4044,5867.4,False,204.4,140.82
75054c,MAS164,Malaysia,1783039231,56.271,23.4901,12192.0,False,250.77,296.83
750556,MAS601,Malaysia,1783039228,104.2001,1.3893,1805.94,False,120.54,346.68
40749a,BAW16,United Kingdom,1783035460,43.0351,46.1999,11574.78,False,95.06,247.74
4d2524,SQY4112,Malta,1783039232,29.6807,40.929,10363.2,False,226.97,335.35
704a83,ST411,Myanmar,1783039228,96.5538,16.8268,2682.24,False,110.95,108.94
84b77f,APJ105,Japan,1783039220,139.1032,38.6348,11887.2,False,246.86,34.39
846748,IBX68,Japan,1783039216,134.0939,33.8299,6667.5,False,235.45,75.45
71ba01,KAL1707,Republic of Korea,1783039232,126.9403,36.593,4312.92,False,173.61,247.16
84b750,ANA973,Japan,1783039231,130.7742,33.6165,11582.4,False,198.53,250.16
8466a0,JJP102,Japan,1783039231,141.7112,42.6682,1242.06,False,140.49,171.37
717cb2,KNE413,Saudi Arabia,1783039134,49.1653,26.0847,5676.9,False,228.69,243.55
8466c7,NCA049,Japan,1783039232,137.9183,36.7665,10957.56,False,294.32,80.34
7504eb,AXM1624,Malaysia,1783039232,126.7134,36.3096,7368.54,False,217.7,178.38
7504f9,9MLIZ,Malaysia,1783039231,103.6574,1.6735,167.64,False,45.89,160.35
7504c9,9MMIN,Malaysia,1783039232,103.615,1.6969,411.48,False,51.17,350.16
7504c8,9MKEN,Malaysia,1783039232,103.6498,1.6339,350.52,False,58.4,342.04
7504c3,AXM700,Malaysia,1783039232,102.4133,2.6589,5951.22,False,194.35,311.03
7504af,AXM380,Malaysia,1783039231,106.5725,-5.9381,3002.28,False,142.15,247.89
7504d0,AXM6412,Malaysia,1783039150,100.2509,5.1021,731.52,False,126.13,326.31
780fd3,CSN6914,China,1783039126,115.0069,41.5635,11003.28,False,221.8,295.85
84b5ee,SFJ76,Japan,1783039232,135.2012,34.4346,11277.6,False,262.02,79.02
780fdb,CCA1359,China,1783039111,114.2502,39.2692,11239.5,False,250.45,222.84
76bcc9,TGW797,Singapore,1783039232,77.3861,9.2037,11879.58,False,232.72,114.7
86808a,SKY173,Japan,1783039231,140.2725,39.6785,12192.0,False,241.93,45.78
76bccb,TGW100,Singapore,1783039078,113.2373,22.3724,4892.04,False,205.35,279.23
84b5ac,JJP105,Japan,1783039231,141.9091,42.7938,2438.4,False,137.77,350.33
4d23e1,CHZ212,Malta,1783039232,25.3935,37.9135,10668.0,False,253.11,143.6
704b21,MYP417,Myanmar,1783039231,94.3349,18.7062,5486.4,False,128.25,318.25
704b22,MYP535,Myanmar,1783039228,96.504,16.4906,3505.2,False,94.18,147.26
8a0a73,GIA182,Indonesia,1783039203,106.1041,-5.5854,5516.88,False,186.67,309.74
7505a7,SIN108,Malaysia,1783039230,104.938,2.7774,10058.4,False,220.87,92.27
4cadc6,ITY758,Ireland,1783039232,100.3103,14.3421,4663.44,False,183.66,104.27
846888,ANA281,Japan,1783039232,137.2732,34.7378,7315.2,False,212.84,248.15
84b83e,ANA719,Japan,1783039232,140.2087,37.8255,6400.8,False,234.99,11.88
a8397c,UPS9,United States,1783037369,98.6425,14.1692,10363.2,False,262.92,238.77
3c7a51,CFG2367,Germany,1783039232,41.0306,40.9602,11582.4,False,221.94,272.52
347388,IBE0281,Spain,1783039232,140.5821,36.432,4328.16,False,180.78,186.7
40621d,BAW12,United Kingdom,1783037888,45.7475,41.5183,10363.2,False,225.7,285.87
851f4e,JTA552,Japan,1783039214,127.6278,26.301,350.52,False,84.94,177.92
761487,ABQ478,Pakistan,1783039200,74.3966,31.5995,1043.94,False,94.23,246.51
86831e,JAL81,Japan,1783039232,138.9606,35.4883,8282.94,False,216.96,266.6
86d31d,APJ213,Japan,1783039231,135.2423,34.4677,571.5,False,80.86,336.37
800b13,IGO35TC,India,1783038954,73.8231,18.6525,2674.62,False,176.0,91.51
71bc21,AIH987,Republic of Korea,1783039232,126.2776,33.6483,10363.2,False,237.42,210.9
86960c,ANA725,Japan,1783039231,135.0938,35.5182,7315.2,False,211.97,270.7
8468ee,ANA561,Japan,1783039232,139.3722,35.2332,5478.78,False,206.57,257.49
4d2342,FJO62L,Malta,1783038987,41.5964,40.9196,12192.0,False,215.66,268.22
800b9c,AXB581,India,1783039231,50.692,26.2703,2834.64,False,146.01,249.59
4d2371,VJT285,Malta,1783039231,102.5195,2.3716,10843.26,False,251.99,121.65
86837c,ANA244,Japan,1783039232,139.2234,34.7626,5509.26,False,225.5,78.15
84b7fa,ANA634,Japan,1783039231,136.0113,34.5267,11285.22,False,278.94,84.82
862d50,JAL900A,Japan,1783039231,139.896,35.1041,2560.32,False,131.4,25.26
8681be,SKY553,Japan,1783039006,128.7789,27.5942,10431.78,False,238.55,231.92
8681bd,SKY103,Japan,1783039231,138.4557,35.462,9144.0,False,200.57,266.18
8681b2,SKY705,Japan,1783039231,141.782,42.9147,1630.68,False,115.03,351.25
8681b6,SKY501,Japan,1783039231,127.5253,26.4647,495.3,False,94.3,112.79
8681b9,SKY762,Japan,1783039232,140.539,42.0855,8999.22,False,231.77,226.17
8681ad,SKY004,Japan,1783039232,135.3816,34.2536,11887.2,False,269.29,80.32
8681ac,SKY102,Japan,1783039228,136.9327,34.787,8229.6,False,251.22,92.11
4d21b4,AJO301,Malta,1783039231,51.1747,26.748,12496.8,False,263.72,108.89
4c01e5,ASL91K,Serbia,1783038043,41.8553,41.9292,10363.2,False,179.93,264.26
151fd1,SBI2625,Russian Federation,1783039232,86.1407,54.0228,3284.22,False,158.08,115.65
151fd2,SBI2594,Russian Federation,1783039231,89.2378,54.4008,8945.88,False,215.68,298.34
3c4582,BOX703,Germany,1783039231,113.9508,22.8983,5829.3,False,231.71,334.35
3c4583,BOX523,Germany,1783039231,95.5155,22.0101,9753.6,False,258.45,275.6
3c458a,BOX724,Germany,1783039113,113.6981,22.1654,1318.26,False,113.8,11.21
3c458b,BOX548,Germany,1783039165,107.8983,22.4566,11308.08,False,239.83,79.24
3c458f,BOX585,Germany,1783039201,130.4683,32.5974,9448.8,False,282.33,58.71
3c4596,BOX735,Germany,1783039232,96.3479,21.8811,10363.2,False,263.78,284.69
846910,ANA17,Japan,1783039232,138.9957,35.157,7200.9,False,203.73,257.75
8694fa,ANA961,Japan,1783039231,136.8186,35.8415,10972.8,False,205.34,271.58
71aa64,XUM2592,Republic of Korea,1783039231,127.4373,36.9829,2979.42,False,131.66,343.19
881425,AIQ3235,Thailand,1783039223,99.5834,10.9393,9387.84,False,236.65,190.02
881424,AIQ230,Thailand,1783039232,100.8144,13.714,6035.04,False,198.91,65.56
71bd85,KAL1055,Republic of Korea,1783039231,126.7756,35.8134,6118.86,False,204.51,185.05
800c01,IGO146,India,1783039231,78.6091,29.4665,10020.3,False,237.56,119.73
800c08,AIC4215,India,1783039231,70.9985,19.256,9829.8,False,239.22,292.37
407371,VIR208,United Kingdom,1783039229,126.3686,37.5192,373.38,False,75.23,144.46
800c0c,AIC9DV,India,1783039232,75.212,27.4596,9532.62,False,244.59,30.18
862df4,ANA294,Japan,1783039231,139.7938,34.9152,3131.82,False,144.81,46.15
800c6d,IGO7624,India,1783039231,77.9624,27.9796,3025.14,False,100.16,123.69
800c88,AIC215,India,1783038972,85.1381,27.4491,4320.54,False,149.28,214.89
3c68cb,BCS674,Germany,1783039231,98.9773,21.2155,10972.8,False,254.39,285.72
70afb7,RNA416,Nepal,1783039226,92.7244,21.297,10363.2,False,247.95,317.44
71005d,SVA700,Saudi Arabia,1783039208,53.1215,22.5888,11269.98,False,247.87,93.33
850e9c,JAL255,Japan,1783039232,135.7571,35.2186,6705.6,False,208.49,255.86
861b47,ANA8508,Japan,1783039226,127.4459,25.8644,10058.4,False,244.98,47.13
861b69,ANA8448,Japan,1783039224,134.4903,33.4269,10668.0,False,275.67,79.57
850e58,JAL661,Japan,1783039231,134.2966,34.6913,6697.98,False,203.87,254.03
4cac15,KZR563,Ireland,1783039232,92.8247,18.299,10058.4,False,233.32,128.28
4b19fd,CFG4104,Switzerland,1783039231,27.1115,35.4851,9753.6,False,238.0,335.21
4cac13,KZR8237,Ireland,1783039231,75.1339,30.815,10683.24,False,229.17,147.09
710055,SVA724,Saudi Arabia,1783039128,58.0536,23.2599,10058.4,False,262.37,67.16
710058,SVA739,Saudi Arabia,1783039188,54.8247,22.0215,10363.2,False,260.7,258.73
71002a,SVA118,Saudi Arabia,1783039231,26.1871,35.2359,11887.2,False,263.5,143.17
850e7a,JAL309,Japan,1783039231,137.7106,35.5267,9753.6,False,197.95,258.46
861b28,JAL142,Japan,1783039232,140.146,35.3194,2103.12,False,131.31,182.47
71be26,AAR102,Republic of Korea,1783039227,135.0369,36.3319,11887.2,False,293.49,78.47
86d2fb,APJ211,Japan,1783039231,128.1098,27.1374,4762.5,False,193.17,224.46
4cac0d,KZR909,Ireland,1783039232,125.5858,37.2488,4343.4,False,176.41,57.75
885b4a,TVJ823,Thailand,1783039231,130.5301,33.5361,10972.8,False,202.95,254.41
8682f4,ANA243,Japan,1783039232,132.6658,34.5661,10355.58,False,216.62,255.14
04c14a,KQA304,Kenya,1783039229,55.8379,23.5624,9144.0,False,238.41,352.06
885b47,TVJ850,Thailand,1783039231,127.0024,36.4084,7924.8,False,222.34,358.28
885b45,TVJ320,Thailand,1783039197,100.6228,10.9192,10668.0,False,240.32,181.47
885b44,TVJ831,Thailand,1783039232,140.3303,34.2894,8618.22,False,215.24,237.79
39c424,AFR201,France,1783039231,25.8443,44.8277,11574.78,False,238.98,294.41
39c425,AFR551,France,1783039219,30.4288,30.9903,7223.76,False,224.22,312.95
71be03,KAL362,Republic of Korea,1783039231,126.5385,37.0378,4572.0,False,165.86,281.45
71be09,KAL591,Republic of Korea,1783038901,45.2291,41.6205,10363.2,False,223.52,285.35
800d14,SEJ052,India,1783039231,71.6579,19.2192,9662.16,False,229.34,77.96
861bec,ANA993,Japan,1783039008,127.6278,26.3034,350.52,False,76.74,177.31
40832c,TOM6FB,United Kingdom,1783039232,27.5191,37.8577,10972.8,False,225.28,318.7
86e844,ANA205,Japan,1783038102,41.7122,44.1756,12184.38,False,100.76,210.36
861ba8,ADO14,Japan,1783039231,141.558,41.1375,10751.82,False,236.89,191.02
a97cb5,GTI3037,United States,1783039231,135.9323,34.1849,9448.8,False,280.52,41.88
800d2d,IGO6171,India,1783039232,75.8757,25.6386,11582.4,False,235.97,183.12
710108,SVA862,Saudi Arabia,1783039225,85.7232,18.9526,10668.0,False,250.38,107.95
710102,SVA993,Saudi Arabia,1783039232,94.3197,22.5889,8534.4,False,259.08,262.24
71011d,SVA882,Saudi Arabia,1783039166,54.6822,22.546,10660.38,False,263.51,98.19
01013d,MSR995,Egypt,1783039065,29.6331,31.4427,8839.2,False,253.22,318.21
71010f,SVA022,Saudi Arabia,1783039231,28.944,40.6171,10668.0,False,275.04,125.18
86d57f,APJ413,Japan,1783039232,141.0618,41.4604,8831.58,False,228.68,20.27
4d2068,WMT2S,Malta,1783039231,25.8402,44.5459,784.86,False,118.49,80.25
39d2a8,AFR187,France,1783039229,142.8994,36.5109,9784.08,False,292.22,48.28
39d2a4,AFR264,France,1783039231,116.9992,39.255,11315.7,False,254.63,149.39
4b18f5,EDW170,Switzerland,1783039231,44.9446,41.4603,1897.38,False,125.04,88.82
800bb5,IGO439E,India,1783039230,80.9392,27.0185,10066.02,False,228.69,116.45
71bf53,ABL8807,Republic of Korea,1783039231,128.4436,35.9337,6134.1,False,219.38,135.86
86e808,JAL97,Japan,1783039231,137.9864,34.9328,11597.64,False,210.46,265.79
71bf47,AAR369,Republic of Korea,1783039231,126.0484,33.3861,11582.4,False,215.74,210.05
600012,SHS710,Armenia,1783039231,40.2315,54.7246,10058.4,False,234.81,142.48
800be6,AIC1GC,India,1783039229,75.0806,13.8641,11277.6,False,233.06,153.66
71bf09,KAL835,Republic of Korea,1783039158,125.6804,32.7824,12192.0,False,221.19,211.4
71bf01,KAL621,Republic of Korea,1783039229,122.5817,26.2597,11582.4,False,236.1,215.42
71bf34,JNA301,Republic of Korea,1783039231,135.7632,36.8545,11277.6,False,286.21,59.42
71bf27,KAL1150,Republic of Korea,1783039231,127.0006,36.4688,5181.6,False,184.74,358.56
71bf25,KAL1049,Republic of Korea,1783039231,126.6378,34.5182,5501.64,False,190.03,184.97
71bf29,ABL147,Republic of Korea,1783039232,130.5021,33.4123,2217.42,False,143.51,240.59
71bf20,KAL2117,Republic of Korea,1783039231,127.2708,37.4699,2461.26,False,147.5,78.53
3c5642,BOX713,Germany,1783039231,94.6122,22.0774,9144.0,False,261.25,274.86
71bf19,JNA451,Republic of Korea,1783039203,126.4432,34.0266,929.64,False,176.9,210.59
4b191c,SWR139,Switzerland,1783039119,42.4081,41.3569,10363.2,False,228.94,260.56
4b191f,SWR177,Switzerland,1783039231,43.0433,41.4296,10363.2,False,230.68,267.57
7580a0,GAP2919,Philippines,1783039232,121.328,14.4255,4533.9,False,189.28,122.01
4b1921,SWR180,Switzerland,1783039231,86.9269,23.5376,11277.6,False,251.63,121.29
86d68f,APJ351,Japan,1783038927,131.2228,34.2392,6423.66,False,195.74,254.14
71bf94,AAR301,Republic of Korea,1783039231,125.6299,37.2632,7795.26,False,217.58,293.11
71bf92,AAR107,Republic of Korea,1783039231,138.4601,36.0085,10972.8,False,190.87,270.62
71bf90,ASV705,Republic of Korea,1783039232,138.1249,36.7943,10066.02,False,283.83,80.4
86d624,TZP45,Japan,1783039232,137.4256,36.0128,12192.0,False,199.6,270.0
71bf89,ASV741,Republic of Korea,1783039231,126.8279,37.2825,3055.62,False,188.69,86.25
7100bf,SVA734,Saudi Arabia,1783039217,49.7906,22.7015,10058.4,False,257.85,91.71
86d64b,APJ735,Japan,1783039232,128.9727,36.266,10972.8,False,184.97,305.15
a816bf,FDX9080,United States,1783038972,113.6803,8.9522,10683.24,False,242.48,51.72
4d2003,SEU6131,Malta,1783039231,31.0989,31.7483,11277.6,False,216.44,174.82
86d5a1,APJ304,Japan,1783039230,134.9666,34.1034,1943.1,False,107.0,291.14
758201,GAP2548,Philippines,1783039231,121.8308,12.3579,9136.38,False,241.96,336.71
800cc7,AIC2385,India,1783039231,101.9107,2.9942,3185.16,False,156.87,22.36
4b1916,SWR176,Switzerland,1783038925,48.581,40.3371,10058.4,False,286.43,101.29
850fb6,SFJ75,Japan,1783039231,138.3538,35.3821,10972.8,False,191.82,260.74
